mission_cleaned,profil_cleaned,title_cleaned,cluster,famille_poste,technical_skills,soft_skills,qualifications,technical_skills_count,soft_skills_count,years_experience,education_level,languages
encadrer equipe comptable mettre place planning realisation bilans situations semestrielles controler mise jour mensuelle dossiers intervenir realisations bilans ainsi assurer suivi controler dossiers revisions annuelles intervenir si necessaire assurer correspondance chefs missions clients organismes former nouveaux recrus,diplome bacc gestion comptabilite finance experience moins ans poste similaire parfaite maitrise logiciel pennylane quadratus acd cegid coala maitrise pack office excel word bonne maitrise langue francaise bon sens encadrement initiative organisation motive dynamique sens responsabilite disponible suite pretention salariale obligatoire,superviseur comptable,3,Finance / Comptabilite,sem,,,1,0,,,
encadrer equipe comptable mettre place planning realisation bilans situations semestrielles controler mise jour mensuelle dossiers intervenir realisations bilans ainsi assurer suivi controler dossiers revisions annuelles intervenir si necessaire assurer correspondance chefs missions clients organismes former nouveaux recrus,diplome bacc gestion comptabilite finance experience moins ans poste similaire parfaite maitrise logiciel pennylane quadratus acd cegid coala maitrise pack office excel word bonne maitrise langue francaise bon sens encadrement initiative organisation motive dynamique sens responsabilite disponible suite pretention salariale obligatoire,superviseur comptable,3,Finance / Comptabilite,sem,,,1,0,,,
encadrer equipe comptable mettre place planning realisation bilans situations semestrielles controler mise jour mensuelle dossiers intervenir realisations bilans ainsi assurer suivi controler dossiers revisions annuelles intervenir si necessaire assurer correspondance chefs missions clients organismes former nouveaux recrus,diplome bacc gestion comptabilite finance experience moins ans poste similaire parfaite maitrise logiciel pennylane quadratus acd cegid coala maitrise pack office excel word bonne maitrise langue francaise bon sens encadrement initiative organisation motive dynamique sens responsabilite disponible suite pretention salariale obligatoire,superviseur comptable,3,Finance / Comptabilite,sem,,,1,0,,,
encadrer equipe comptable mettre place planning realisation bilans situations semestrielles controler mise jour mensuelle dossiers intervenir realisations bilans ainsi assurer suivi controler dossiers revisions annuelles intervenir si necessaire assurer correspondance chefs missions clients organismes former nouveaux recrus,diplome bacc gestion comptabilite finance experience moins ans poste similaire parfaite maitrise logiciel pennylane quadratus acd cegid coala maitrise pack office excel word bonne maitrise langue francaise bon sens encadrement initiative organisation motive dynamique sens responsabilite disponible suite pretention salariale obligatoire,superviseur comptable,3,Finance / Comptabilite,sem,,,1,0,,,
encadrer equipe comptable mettre place planning realisation bilans situations semestrielles controler mise jour mensuelle dossiers intervenir realisations bilans ainsi assurer suivi controler dossiers revisions annuelles intervenir si necessaire assurer correspondance chefs missions clients organismes former nouveaux recrus,diplome bacc gestion comptabilite finance experience moins ans poste similaire parfaite maitrise logiciel pennylane quadratus acd cegid coala maitrise pack office excel word bonne maitrise langue francaise bon sens encadrement initiative organisation motive dynamique sens responsabilite disponible suite pretention salariale obligatoire,superviseur comptable,3,Finance / Comptabilite,sem,,,1,0,,,
encadrer equipe comptable mettre place planning realisation bilans situations semestrielles controler mise jour mensuelle dossiers intervenir realisations bilans ainsi assurer suivi controler dossiers revisions annuelles intervenir si necessaire assurer correspondance chefs missions clients organismes former nouveaux recrus,diplome bacc gestion comptabilite finance experience moins ans poste similaire parfaite maitrise logiciel pennylane quadratus acd cegid coala maitrise pack office excel word bonne maitrise langue francaise bon sens encadrement initiative organisation motive dynamique sens responsabilite disponible suite pretention salariale obligatoire,superviseur comptable,3,Finance / Comptabilite,sem,,,1,0,,,
recherchons superviseur comptable chargera controle traitement donnees comptables veillant conformite normes comptables francaises tout exercant role cle gestion developpement equipe missions superviser equipe comptables organiser travail atteindre objectifs fixes optimiser ressources assurer controle qualite traitements comptables veillant comptes financiers respectent normes comptables francaises sage quadra yooz etc realiser evaluations regulieres performances equipe assurant conformite pratiques comptables fiscales detecter anomalies comptables proposer solutions correctives garantir qualite donnees financieres accompagner conseiller equipe amelioration pratiques comptables processus financiers communiquer maniere claire concise equipe transmettre directives informations importantes,diplome bac finance comptabilite gestion equivalent minimum ans experiences comptabilite idealement cabinet expertise comptable societe sous traitance comptable premiere experience management gestion equipe bonne maitrise comptabilite francaise logiciels utilises sage quadra yooz etc maitrise parfaite excel google sheet bon niveau francais aussi bien ecrit oral solides competences management gestion equipe capacite motiver encadrer developper talents rigueur organisation autonomie force proposition,superviseur comptable,3,Finance / Comptabilite,,,francais,0,0,,,Français
assurer coaching hebdomadaire equipe vd techniques vente techniques argumentation effectuer recensement clients ouverture route vente directe realiser suivi ventes commerciales effectuer suivi stocks distributeurs assurer controle prix distributeurs superviser ventes grossistes boissons prise commandes suivi livraison paiement garantir performance equipe vd,bacc minimum commerce equivalent experience reussie moins ans domaine dynamisme enthousiasme aisance relationnelle sens organisation force proposition techniques commerciales negociation autonomie rigueur assiduite gestion equipe,superviseur commercial vd,0,Support / Service Client,sem,,,1,0,,,
superviseur commercial responsable gestion performance equipe commerciale veille atteinte objectifs vente optimise methodes travail assure suivi resultats developper chiffre affaires entreprise missions gestion equipe commerciale o encadrer motiver equipe atteindre objectifs o recruter former integrer nouveaux commerciaux o organiser plannings suivre performances developpement commercial o identifier opportunites marche definir strategies maximiser ventes o accompagner equipe prospection fidelisation clients suivi performance o analyser resultats commerciaux ajuster actions fonction performances formation coaching o former coacher commerciaux ameliorer competences performances o organiser sessions coaching partage bonnes pratiques relations clients negociation o suivre grands comptes participer negociations commerciales importantes o assurer satisfaction client qualite service gestion administrative logistique o gerer contrats devis commandes suivre delais o organiser tournees evenements commerciaux,formation bac commerce gestion marketing equivalent experience minimum ans fonction commerciale dont ans management competences techniques o maitrise techniques vente negociation o competences management equipe leadership o maitrise outils bureautiques excel powerpoint crm qualites personnelles o leadership sens communication organisation o orientation resultats sens service client langues maitrise francais savoir etre o leadership o sens communication o rigueur organisation o autonomie prise initiative o sens ecoute pedagogie o esprit equipe o orientation resultats o flexibilite adaptabilite o integrite ethique professionnelle,superviseur commercial,0,Support / Service Client,go,"analyse, negociation",,1,2,,,
superviseur commercial responsable gestion performance equipe commerciale veille atteinte objectifs vente optimise methodes travail assure suivi resultats developper chiffre affaires entreprise responsabilites gestion equipe commerciale o encadrer motiver equipe atteindre objectifs o recruter former integrer nouveaux commerciaux o organiser plannings suivre performances developpement commercial o identifier opportunites marche definir strategies maximiser ventes o accompagner equipe prospection fidelisation clients suivi performance o analyser resultats commerciaux ajuster actions fonction performances formation coaching o former coacher commerciaux ameliorer competences performances o organiser sessions coaching partage bonnes pratiques relations clients negociation o suivre grands comptes participer negociations commerciales importantes o assurer satisfaction client qualite service gestion administrative logistique o gerer contrats devis commandes suivre delais o organiser tournees evenements commerciaux,formation bac commerce gestion marketing equivalent experience minimum ans fonction commerciale dont ans management competences techniques o maitrise techniques vente negociation o competences management equipe leadership o maitrise outils bureautiques excel powerpoint qualites personnelles o leadership sens communication organisation o orientation resultats sens service client langues maitrise francais savoir etre o leadership o sens communication o rigueur organisation o autonomie prise initiative o sens ecoute pedagogie o esprit equipe o orientation resultats o flexibilite adaptabilite o integrite ethique professionnelle,superviseur commercial,0,Support / Service Client,go,"analyse, negociation",,1,2,,,
analyser dossiers demandes prets elabores agents evaluer risques appuyant etude approfondie dossiers selon normes administratives financieres vigueur emettre avis motive preparer decisions soumettre reseau comite credit participer controle suivi credits octroyes contribuer gestion risques credit avoir role alerte risques impayes prevention contentieux gerer encours credit controler regulierement solvabilite clients assurer coaching accompagnement equipe afin renforcer competences efficacite,bacc minimum gestion economie autres domaine connexe experience significative tant superviseur credit conseiller clientele institution microfinance atout bon sens communication ecoute leadership esprit aigu analyse orientation sens resultats maitrise langue francaise ecrite orale outils informatiques dossier candidature comprenant cv pretention salariale numero telephone contact rapide doit etre adresse mail veuillez mettre reference recrutement objet mail candidature seuls candidats selectionnes convoques tests recrutement,superviseur clientele,0,Support / Service Client,,analyse,,0,1,,,
superviseur centre commercial responsable gestion operationnelle quotidienne site veille securite proprete bonne tenue generale centre agit tant interlocuteur principal site aupres locataires clients responsabilites superviser bon deroulement toutes activites assurer ouverture fermeture centre veiller respect reglement interieur garantir securite lieux gerer incidents operationnels reactivite efficacite maintenir communication fluide locataires assurer suivi besoins traiter retours clients contribuer amelioration experience visiteurs coordonner prestataires externes securite proprete maintenance gerer planning equipes internes assurer disponibilite ressources rediger rapports quotidiens temps reel activites mouvements centre proposer axes amelioration,homme femme ans minimum diplome commerce gestion management experience ans poste similaire gestion espaces commerciaux atout excellentes competences relationnelles sens organisation capacite gerer priorites maitrise outils bureautiques excel logiciels gestion bon niveau communication francais disponibilite travailler selon horaires flexibles compris week ends jours feries,superviseur centre,0,Support / Service Client,react,communication,,1,1,,,
superviseur centre commercial responsable gestion operationnelle quotidienne site veille securite proprete bonne tenue generale centre agit tant interlocuteur principal site aupres locataires clients responsabilites superviser bon deroulement toutes activites assurer ouverture fermeture centre veiller respect reglement interieur garantir securite lieux gerer incidents operationnels reactivite efficacite maintenir communication fluide locataires assurer suivi besoins traiter retours clients contribuer amelioration experience visiteurs coordonner prestataires externes securite proprete maintenance gerer planning equipes internes assurer disponibilite ressources rediger rapports quotidiens temps reel activites mouvements centre proposer axes amelioration,homme femme ans minimum diplome commerce gestion management experience ans poste similaire gestion espaces commerciaux atout excellentes competences relationnelles sens organisation capacite gerer priorites maitrise outils bureautiques excel logiciels gestion bon niveau communication francais disponibilite travailler selon horaires flexibles compris week ends jours feries,superviseur centre,0,Support / Service Client,react,communication,,1,1,,,
assurer management quotidien equipe suivre analyser performance equipe garantir qualite service coaching montee competences collaborateurs assurer coordination efficace hierarchie remonter informations cles,diplome niveau bac communication equivalent experience significative fonction similaire experience confirmee supervision equipe centre appels excellente maitrise outils suivi performance kpis maitrise francais bon niveau elocution communication maitrise dialectes locaux sens ecoute esprit analyse leadership flexibilite disponibilite resistance stress capacite motiver faire progresser equipe,superviseur call center,5,Call,,analyse,,0,1,,,
pleine croissance recherchons superviseur call mission principale accompagner quotidien equipe conseillers clients garantir bon fonctionnement activites atteinte objectifs fixes,garantir qualite relation client projet assurant atteinte objectifs fixes direction client piloter encadrer manager agents etre garant kpi interface entre cdo intervenants entreprise assurer disponibilite moyens production materiel outils generalement moyens techniques moyens humains qualifications requises grande capacite analyse synthese esprit critique grand sens responsabilites aimant travail equipe excellente communication dynamique rigoureux flexible grand sens organisation bon niveau francais ecrit oral bonne maitrise outils informatique pilotage bonnes connaissances metiers call experience poste similaire avantages chez abl outsourcing contrat cdi couvertures sociales sanitaires remuneration interessante fixe variable attractifs transport personnel differentes indemnites postuler envoyez candidature via site seules candidatures retenues contactees entretien,superviseur call sup call,5,Call,,,,0,0,,,
pleine croissance recherchons superviseur call mission principale accompagner quotidien equipe conseillers clients garantir bon fonctionnement activites atteinte objectifs fixes,garantir qualite relation client projet assurant atteinte objectifs fixes direction client piloter encadrer manager agents etre garant kpi interface entre cdo intervenants entreprise assurer disponibilite moyens production materiel outils generalement moyens techniques moyens humains qualifications requises grande capacite analyse synthese esprit critique grand sens responsabilites aimant travail equipe excellente communication dynamique rigoureux flexible grand sens organisation bon niveau francais ecrit oral bonne maitrise outils informatique pilotage bonnes connaissances metiers call experience poste similaire avantages chez abl outsourcing contrat cdi couvertures sociales sanitaires remuneration interessante fixe variable attractifs transport personnel differentes indemnites postuler envoyez candidature via site seules candidatures retenues contactees entretien,superviseur call sup call,5,Call,,,,0,0,,,
pleine croissance recherchons superviseur call mission principale accompagner quotidien equipe conseillers clients garantir bon fonctionnement activites atteinte objectifs fixes,garantir qualite relation client projet assurant atteinte objectifs fixes direction client piloter encadrer manager agents etre garant kpi interface entre cdo intervenants entreprise assurer disponibilite moyens production materiel outils generalement moyens techniques moyens humains qualifications requises grande capacite analyse synthese esprit critique grand sens responsabilites aimant travail equipe excellente communication dynamique rigoureux flexible grand sens organisation bon niveau francais ecrit oral bonne maitrise outils informatique pilotage bonnes connaissances metiers call experience poste similaire avantages chez abl outsourcing contrat cdi couvertures sociales sanitaires remuneration interessante fixe variable attractifs transport personnel differentes indemnites postuler envoyez candidature via site seules candidatures retenues contactees entretien,superviseur call sup call,5,Call,,,,0,0,,,
superviser ensemble bilans elabores reviseurs produire bilans previsionnels valorisations fournir retours constructifs managers equipe maintenir communication fluide identifier ameliorations besoins formation collaborateurs travers controles qualite planifier organiser nouvelles sessions formation evaluer besoins participants adapter contenu collaborer etroitement pole qualite formation assurer reactivite efficace travailler service controle qualite france points calibrage co animer formations internes formateur rediger animer formations binome assister participants tout long formation assurer suivi progression participants controler execution taches liees formations fournir conseils clients distance contribuer amelioration application interne realiser reporting regulier direction lead france via tableau bord,titulaire master finance comptabilite audit gestion maitrise parfaite normes comptables francaises experience significative traitement bilans liasses fiscales experience ans minimum tant chef mission comptable poste similaire moins ans experience reussie gestion bilans liasses fiscales excellente maitrise langue francaise ecrit comme oral leadership avere fort charisme capacite federer equipes esprit analyse sens observation developpe experience france tant chef mission atout majeur notamment candidats retour pays malagasy etrangers,superviseur bilan,0,Support / Service Client,"tableau, react, sem",communication,,3,1,,,
gestion suivi dossiers prevention assistance nouveaux projets collaboration autres departements collaboration equipe juridique collaboration filiales relation clients fournisseurs veille assurance redaction rapports travail periodiques envoyes manager directeur toutes personnes indiquees dernier alerter rappeler suffisamment avance echeances dossiers,diplome enseignement superieur niveau bac sciences juridiques sciences sociales sciences humaines sciences economiques assorti experience cinq ans minima compagnie assurances service assurance entreprises generalistes principales qualites requises rigueur discretion sens confidentialite sens communication negociateur dynamisme capacite adaptation force persuasion gestion stress travail equipe capacite federer capacites analyse,superviseur assurance,0,Support / Service Client,,,,0,0,,,
recherchons aujourd hui profil essentiel chez odity superviseurs equipe multiculturelle collaborateurs bases bureaux situes partout monde new york londres bruxelles paris milan cape town hong kong shanghai tokyo aujourd hui travaillons synergie marques pres clients secteur luxe lifestyle mode automobile assurance banque medias intrigue amene faire concretement sous supervision business manager charge garantir efficacite equipe quotidien allez assurer quotidiennement bon fonctionnement pole comment allez proceder organiser controler activite produire bonne qualite service manager ambassadeurs,odity peut apporter retour rejoindre equipe odity faire partie entreprise multiculturelle dynamique pleine expansion tous collaborateurs mobilises quotidien delivrer experience client exceptionnelle aussi reconnaitre travers valeurs cles fiabilite service delivrons intensite engagement chacune actions passion relation client partage quotidien entre collegues travers engagements rse entreprise smart attitude permet agir intelligence toutes situations odity offre egalement remuneration motivante deux mutuelles sante service transport indemnites repas environnement travail agreable,superviseur,0,Support / Service Client,,,mba,0,0,,MBA,
recherchons aujourd hui profil essentiel chez odity deux superviseurs equipe multiculturelle collaborateurs bases bureaux situes partout monde new york londres bruxelles paris milan cape town hong kong shanghai tokyo aujourd hui travaillons synergie marques pres clients secteur luxe lifestyle mode automobile assurance banque medias intrigue amene faire concretement sous supervision business manager charge garantir efficacite equipe quotidien allez assurer quotidiennement bon fonctionnement pole comment allez proceder organiser controler activite produire bonne qualite service manager ambassadeurs odity peut apporter retour rejoindre equipe odity faire partie entreprise multiculturelle dynamique pleine expansion tous collaborateurs mobilises quotidien delivrer experience client exceptionnelle aussi reconnaitre travers valeurs cles fiabilite service delivrons intensite engagement chacune actions passion relation client partage quotidien entre collegues travers engagements rse entreprise smart attitude permet agir intelligence toutes situations odity offre egalement remuneration motivante deux mutuelles sante service transport indemnites repas environnement travail agreable,maitrise parfaite francais expression ecrite orale comprehension aisance informatique bureautique word excel power point creation tableurs reportings supports presentation pedagogue creatif ve innovant proactif ve connaissance parfaite metier ambassadeur exigences clients termes qualite,superviseur,0,Support / Service Client,,,mba,0,0,,MBA,
superviser motiver equipe agents appel sortant atteindre depasser objectifs performance former developper competences membres equipe garantir excellente qualite service resultats optimaux elaborer strategies efficaces ameliorer taux conversion maximiser ventes assurer suivi kpi mettre oeuvre plans action atteindre objectifs fixes,experience averee supervision equipes environnement appels sortants excellentes competences communication capacite demontree motiver inspirer equipe maitrise techniques vente negociation capacite analyser donnees utiliser informations ameliorer performances oriente resultats approche axee resolution problemes,superviseur,0,Support / Service Client,excel,,,1,0,,,
recherchons superviseur garantira bon fonctionnement operations taches assurant celle ci atteint objectifs tout maintenant environnement travail positif productif missions etablir planification organiser travail equipe superviser travail equipe assurer suivi objectifs realiser evaluations regulieres mesurer performances rapport objectifs fixes communiquer directives informations importantes maniere claire concise,diplome licence gestion management equivalent experience ans poste similaire equivalent excellentes competences redactionnelles relationnelles sens leadership competences management force proposition rigueur autonomie sens organisation,superviseur,0,Support / Service Client,,travail equipe,,0,1,,,
recherchons aujourd hui profil essentiel chez odity deux superviseurs equipe multiculturelle collaborateurs bases bureaux situes partout monde new york londres bruxelles paris milan cape town hong kong shanghai tokyo aujourd hui travaillons synergie marques pres clients secteur luxe lifestyle mode automobile assurance banque medias intrigue amene faire concretement sous supervision business manager charge garantir efficacite equipe quotidien allez assurer quotidiennement bon fonctionnement pole comment allez proceder organiser controler activite produire bonne qualite service manager ambassadeurs odity peut apporter retour rejoindre equipe odity faire partie entreprise multiculturelle dynamique pleine expansion tous collaborateurs mobilises quotidien delivrer experience client exceptionnelle aussi reconnaitre travers valeurs cles fiabilite service delivrons intensite engagement chacune actions passion relation client partage quotidien entre collegues travers engagements rse entreprise smart attitude permet agir intelligence toutes situations odity offre egalement remuneration motivante deux mutuelles sante service transport indemnites repas environnement travail agreable,maitrise parfaite francais expression ecrite orale comprehension aisance informatique bureautique word excel power point creation tableurs reportings supports presentation pedagogue creatif ve innovant proactif ve connaissance parfaite metier ambassadeur exigences clients termes qualite,superviseur,0,Support / Service Client,,,mba,0,0,,MBA,
surveille ensemble activites pole industrie communique collaborateurs certaines informations emises responsables,o niveau bacc minimum ans experience poste similaire o dynamique rigoureux perseverant o bonne condition physique apte travailler nuit week end o bon sens relationnel o honnete travail o habitant alentours ambohimanambola,superviseur,0,Support / Service Client,sem,,,1,0,,,
responsable realisation prestations confiees equipe supervise equipe tele assistants administratifs assure montee competence maitrise traitements charge controle encadrement equipes renseigne indicateurs performance lies activite assure suivi analyse met place plans actions permettant optimiser performance agents veille qualite services rendus satisfaction client interface clients interlocuteurs cabinets expertise automobile,titulaire bac experience manageriale probante off bonne maitrise outil informatique autres applications specifiques bon niveau francais oral ecrit oriente resultats organise proactif dote excellent sens commercial,superviseur,0,Support / Service Client,,analyse,expert,0,1,,,
assurer ouverture fermeture quotidienne boutique respect procedures vigueur verifier conformite produits marchandises receptionnes rapport commandes effectuees veiller respect strict procedures internes hygiene proprete normes securite assurer bon etat fonctionnement installations plomberie electricite climatisation signaler toute anomalie appliquer regles merchandising boutique veiller reassort regulier etageres vitrines accueillir clients orienter conseiller participer activement vente gerer reclamations clients professionnalisme transmettre direction toute situation anormale recurrente contribuer suivi commandes clients qualite service rendu controler experience client boutique assurer satisfaction elaborer rapport quotidien detaillant faits marquants journee enregistrer ventes tableau suivi journalier effectuer operations caisse assurer controle realiser regulierement inventaires physiques selon procedures place suivre installations desinstallations lors prestations traiteur coordination equipes concernees,bts dut hotellerie restauration assimiles experience professionnelle equivalente competences requises capacite encadrer motiver equipe sens service client developpe aisance relationnelle qualite communication aptitude organisation rigoureuse planification efficace bonne maitrise operations hotelieres competences resolution conflits grande adaptabilite souplesse face imprevus,superviseur,0,Support / Service Client,tableau,,,1,0,,,
recherche superintendant digital external communications rejoindre equipe role consistera assurer reussite plan communication annuel qmm axe communication externe digitale incluant reseaux sociaux medias evenementiel egalement participerez reflexion strategique tactique domaine superviser equipe assurer suivi detaille projets budget effectuer reporting regulier suivant normes standards rio tinto rattache manager communications external affairs principales responsabilites consisteront participer definition plan communication annuel tenant compte etudes image enjeux conjoncturels historique ainsi objectifs qmm rio tinto assurer synergie entre plan communication annuel global campagnes ponctuelles supporter conseiller differents departements interne matiere communication externe digitale assurer respect politique groupe rio tinto matiere communication medias evaluer effectuer rapport regulier efficacite initiatives communications aide tableaux bords indicateurs performance afin ajuster strategie assurer leadership mise oeuvre effective plan communication relatif communication externe digitale maintenant niveau soutenu rythme mise oeuvre proposer differentes initiatives mesures correctives pouvant faciliter accelerer assurer mise oeuvre plan communication annuel notamment composante communication externe media superviser assurance qualite projets actions campagnes effectues etablir entretenir relations constructives journalistes medias leaders opinions promouvoir representation positive qmm developper communiques presse dossiers presse autres outils communication assurer diffusion efficace messages entreprise organiser conferences presse interviews evenements mediatiques renforcer visibilite qmm initiatives medias,titulaire diplome master preferablement communication sciences sociales journalisme equivalent moins annees tant professionnel relations publiques poste similaire solide experience matiere coaching gestion changement excellent sens organisation souci details excellente capacite planification strategique esprit critique forte capacite gerer efficacement plusieurs projets excellentes aptitudes interagir differentes parties prenantes internes externes tous niveaux capacite anticiper besoins prendre initiatives proactif capable travailler maniere independante minimum supervision connaissance approfondie outil informatique maitrise avancee anglais francais malgache ecrit oral,superintendant digital external communications,0,Support / Service Client,"tableau, budget","leadership, communication",,2,2,,,
elaborer strategies marketing performantes adaptees publics cibles gerer campagnes google ads youtube meta business suite etc optimiser visibilite organique seo analyser performances google analytics search console creer superviser creation contenus visuels percutants canva adobe capcut propres outils adapter messages visuels canaux utilises reseaux sociaux moteurs recherche infolettres etc suivre indicateurs performance proposer pistes optimisation,minimum ans experience marketing numerique maitrise outils google ads analytics search console youtube meta connaissance outils creation contenu visuel canva adobe capcut capacite rediger adapter messages selon plateformes audiences creatif ve rigoureux autonome axe resultats interet musique arts gros,stratege marketing numerique,0,Support / Service Client,"seo, go, canva, google analytics",analyse,,4,1,,,
elaborer optimiser automatiser outils performance commerciale planification dimensionnement matrices projection matrices suivi kpi collecter traiter analyser donnees provenant diverses sources assurer gestion exploitation donnees massives aide decision creer maintenir tableaux bord dynamiques suivi indicateurs cles performance kpi effectuer analyses predictives modelisations statistiques identifier tendances opportunites collaborer equipes metier traduire besoins solutions analytiques proposer recommandations strategiques basees insights issus donnees etre force proposition ameliorer outils processus methodologies analytiques gerer exploiter bases donnees creant requetes performantes,maitrise avancee excel formules complexes vba power query competences statistiques appliquees moyennes regressions distributions conception optimisation algorithmes personnalises problematiques metiers competences logique mathematique besoins planification dimensionnement bonne comprehension donnees metiers traduire exigences calculs automatises esprit analytique synthetique creatif sens organisation capacite gerer plusieurs projets simultanement adaptabilite autodidacte force proposition esprit initiative,statiticien planning optimisation,0,Support / Service Client,tableau,analyse,,1,1,,,
recherchons standardistes gereront accueil telephonique mails clients societe francaise specialisee permanence telephonique traitement mail madagascar depuis ans environ clients majoritairement bases france souhaitons accueillir equipe poste cdi locaux androhibe offrons formation metier salaire attractif service transport soir cadre confortable cnaps ostie,hesitez envoyer cv si francais oral ecrit irreprochable parlez couramment anglais etes souriant empathique dynamique etes aise relation clientele etes conscient implique travail acceptons debutants si forte capacite langue francaise langue anglaise vraiment souhaitee si bonne connaissance culture generale francaise,standardistes bilingues,0,Support / Service Client,,,"bilingue, francais",0,0,,,Français
recherchons standardistes gereront accueil telephonique mails clients societe francaise specialisee permanence telephonique traitement mail madagascar depuis ans environ clients majoritairement bases france souhaitons accueillir equipe poste cdi locaux androhibe offrons formation metier salaire attractif service transport soir cadre confortable cnaps ostie,hesitez envoyer cv si francais oral ecrit irreprochable parlez couramment anglais etes souriant empathique dynamique etes aise relation clientele etes conscient implique travail acceptons debutants si forte capacite langue francaise langue anglaise vraiment souhaitee si bonne connaissance culture generale francaise,standardistes bilingues,0,Support / Service Client,,,"bilingue, francais",0,0,,,Français
standardiste premier point contact visiteurs clients accueillir orienter visiteurs clients professionnalisme courtoisie repondre appels telephoniques rediriger vers services appropries faire taches administratif demandes maintenir espace accueil propre organise collaborer differents services garantir accueil optimal,etes personne souriante autonome ponctuelle excellent sens relationnel capacite gerer plusieurs taches simultanement niveau bac minimum niveau licence souhaite maitrise outils bureautiques word excel etc systemes telephoniques premiere experience poste similaire maitrise anglais autres langues etrangeres atout disponible flexible bonne presentation,standardiste,0,Support / Service Client,,,,0,0,,,
repondre appels telephoniques mail facebook entreprise accueillir candidats recuperer pieces identite candidats remettre fiches renseignements candidats diriger candidats vers salle pause effectuer taches administratives courantes,maitrise langue francaise orale ecrite maitrise outils bureautiques systeme telephonique,standardiste,0,Support / Service Client,,,,0,0,,,
assister diagnostic resolution problemes identifier dysfonctionnements produits etablir diagnostics documenter problemes rencontres gestion suivi reclamations support traiter demandes support client enregistrer reclamations suivre dossiers jusqu resolution support tests verification effectuer tests performance kits avant apres reparations garantir bon fonctionnement gestion retours produits participer processus retour produits defectueux assurer suivi jusqu resolution remplacement mise jour base connaissances contribuer documentation procedures support diagnostics solutions couramment rencontrees suivi produits demonstration assurer gestion entrees sorties kits demonstration compris preparation entretien,licence gestion maitrise outils informatiques systemes bureautiques word excel powerpoint access sens organisation rigueur disponible mois temps plein,stagiare service apres vente,0,Support / Service Client,,,,0,0,,,
etes recherche premiere experience concrete domaine prospection parlez couramment anglais,niveau bac toutes filieres confondues bon niveau anglais oral ecrit bonne communication aisance telephonique connaissance outils bureautiques excel word etc debutant accepte fortement encourage disponible suite,stagiaires teleprospecteurs anglophone,0,Support / Service Client,,,"anglais, stagiaire",0,0,,,Anglais
participer comptage cables techniciens sites assurer conformite documents utiles jusqu depot contribuer etiquetage chaque cable compte,titulaire bac minimum gestion logistique apte travailler terrain aise chiffres disponible suite duree mois renouvelable,stagiaires logistique technique,0,Support / Service Client,,,stagiaire,0,0,,,
recherchons stagiaires monteur video creatifs passionne rejoindre equipe sous supervision responsable production amene assembler sequences video projets varies publicite reseaux sociaux videos corporate appliquer effets visuels sonores ameliorer qualite videos collaborer equipe creative assurer videos respectent charte entreprise,maitrise logiciels montage video adobe premiere final cut pro etc creativite sens esthetique bonne organisation capacite respecter deadlines contact envoyez cv portfolio realisations site trasmettra,stagiaires montage video,0,Support / Service Client,sem,,stagiaire,1,0,,,
recherchons stagiaires passionnes dessin main levee participer projets creatifs bandes dessinees mangas cartoons travaillerez collaboration equipe artistique donner vie personnages scenes originales missions principales concevoir realiser esquisses main levee histoires visuelles collaborer scenaristes interpreter concepts dessins participer optimisation illustrations publications animations,profil recherche bonne maitrise dessin main levee style bd manga cartoon creativite capacite travailler equipe sens narration visuelle envoyez cv portfolio ainsi lettre motivation,stagiaires dessinateurs dessinatrices,0,Support / Service Client,erp,,stagiaire,1,0,,,
aider elaboration plans media tv radio presse digital negocier prestataires optimiser couts diffusion assurer veille mediatique tendances offres concurrentes gerer reservations confirmations presse suivre analyser rapports diffusion campagnes effectuer piges publicitaires suivi parutions campagnes realiser veille concurrentielle benchmark nouveautes hors medias superviser entretien supports hors media panneaux bus flags negocier prestataires optimiser supports communication,etudiant marketing communication publicite master premiere experience souhaitee domaine communication interet secteur medias publicite aise excel powerpoint outils analyse organise curieux rigueur sens organisation capacite adaptation reactivite diplomatie patience excellente communication,stagiaire apprenti media,0,Support / Service Client,go,"communication, analyse",stagiaire,1,2,,,
effectuer etude marche faire etudes sondages comportement consommateurs creer contenus percutants optimises seo support equipes web merchandiser zoma marketplace,titulaire dts commerce marketing experience secteur commerce atout connaissance marketplace enjeux commerce ligne excellent niveau francais oral comme ecrit bonne maitrise outils bureautiques excellentes qualites relationnelles communication,stagiaire web marketing,0,Support / Service Client,seo,,stagiaire,1,0,,,
conception graphique participer creation maquettes prototypes sites web applications veillant respecter identite visuelle clients developpement front end collaborer equipe technique integrer designs utilisant html css tout assurant experience utilisateur fluide responsive mise jour contenu aider mise jour optimisation contenus visuels sites existants veille technologique rester affut tendances design web meilleures pratiques apporter idees novatrices projets,formation etudiant design graphique design web informatique domaine similaire competences techniques bonne maitrise outils design adobe figma langages base web html css javascript creativite esprit creatif sens aigu detail capacite produire designs esthetiques fonctionnels aptitude travailler equipe bonnes competences communication capacite collaborer efficacement equipes interfonctionnelles autonomie capacite travailler maniere autonome gerer temps efficacement,stagiaire web designer,0,Support / Service Client,"css, html",,stagiaire,2,0,,,
